Age,Gender,MaritalStatus,GSS_Office_Branch,GSS_Job_Role,Monthly_Base_Salary_PHP,Hourly_Base_Rate_PHP,PSA_Core_Inflation_Percent,NCR_Statutory_Wage_Floor_PHP,OverTime,JobInvolvement,StandardHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
42,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,4,1,2,3,16,1,0,0,false
43,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,2,80,4,2,3,2,21,1,0,0,false
42,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Subject Matter Expert (SME),72000.0,413.79,4.4,780.0,true,3,80,1,1,3,3,20,1,0,0,false
48,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,2,80,4,4,3,4,25,1,0,0,false
55,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),175000.0,1149.43,4.4,780.0,false,2,80,1,3,2,3,34,1,0,0,false
31,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,2,1,3,9,2,2,2,false
46,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,4,4,4,3,23,2,2,2,false
46,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,true,3,80,4,3,3,3,24,2,1,2,false
58,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,3,80,3,1,2,3,23,2,2,2,false
49,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),175000.0,1149.43,4.4,780.0,true,3,80,1,3,4,3,22,3,2,1,false
47,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,3,4,2,3,21,3,2,1,false
46,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,3,1,3,1,26,3,2,0,false
50,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,true,3,80,1,4,2,3,25,3,2,1,false
31,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,3,80,2,1,3,4,9,3,2,1,false
54,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,1,1,1,16,4,3,0,false
54,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),175000.0,1149.43,4.4,780.0,false,3,80,1,1,3,2,24,4,2,1,false
50,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,3,3,4,3,30,4,3,0,false
43,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,3,80,1,2,3,3,22,4,1,1,false
46,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,false,3,80,2,4,1,3,25,4,2,0,false
49,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,3,80,2,1,2,3,27,4,2,1,false
39,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,3,3,3,9,4,3,2,false
37,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,1,1,4,16,5,2,0,false
37,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,true,3,80,4,1,1,3,15,5,2,0,false
53,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,3,80,3,3,4,2,21,5,3,1,false
53,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,4,80,3,3,3,3,32,5,1,1,false
50,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,4,4,3,2,32,5,4,1,false
49,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,4,2,4,3,28,5,4,4,false
33,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,4,80,3,1,3,3,10,6,1,0,false
32,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,4,3,4,3,10,7,7,7,false
29,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,2,80,4,4,2,2,9,7,7,1,false
55,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,4,80,4,2,4,4,31,7,7,0,false
50,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,true,3,80,2,1,1,2,28,8,3,0,false
36,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),72000.0,413.79,4.4,780.0,false,4,80,1,1,1,3,10,8,7,0,false
30,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),72000.0,413.79,4.4,780.0,true,4,80,1,2,3,2,9,8,7,1,false
50,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,true,3,80,3,2,4,2,29,8,1,7,false
43,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,1,80,4,3,2,3,25,8,7,0,false
27,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,true,2,80,4,3,2,3,9,9,8,0,false
58,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),175000.0,1149.43,4.4,780.0,true,3,80,1,4,3,3,32,9,8,1,false
40,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),75000.0,431.03,4.4,780.0,false,2,80,2,4,3,3,16,9,8,4,false
53,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,4,80,2,4,2,2,35,9,8,8,false
51,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),75000.0,431.03,4.4,780.0,false,2,80,2,2,4,1,16,10,9,4,false
37,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,true,3,80,4,2,3,3,10,10,8,0,false
50,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,false,3,80,2,1,1,2,28,10,4,1,false
38,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Subject Matter Expert (SME),75000.0,431.03,4.4,780.0,false,2,80,2,1,3,3,19,10,8,0,false
29,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,2,80,3,2,3,3,10,10,2,0,false
54,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,4,4,1,3,36,10,9,0,false
38,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,true,2,80,4,3,2,3,12,11,10,2,false
31,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,3,3,4,13,11,7,4,false
34,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),75000.0,431.03,4.4,780.0,false,3,80,2,1,3,3,13,12,6,2,false
53,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,4,4,3,3,33,12,9,3,false
33,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,3,4,4,14,13,9,3,false
42,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),72000.0,413.79,4.4,780.0,false,3,80,1,3,2,4,18,13,7,5,false
47,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),75000.0,431.03,4.4,780.0,false,3,80,2,3,1,1,14,13,8,5,false
34,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,3,80,1,2,4,2,16,14,8,6,false
50,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Subject Matter Expert (SME),72000.0,413.79,4.4,780.0,false,2,80,1,4,3,3,19,14,11,1,false
43,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,2,80,3,3,1,3,14,14,10,6,false
33,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,true,3,80,4,1,3,3,15,15,14,8,false
38,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Subject Matter Expert (SME),72000.0,413.79,4.4,780.0,false,3,80,1,4,2,3,15,15,12,5,false
37,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,true,4,80,4,3,1,3,16,16,11,6,false
41,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,3,1,2,4,21,18,16,0,false
40,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,3,80,3,2,3,2,20,18,7,2,false
38,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Subject Matter Expert (SME),90000.0,517.24,4.4,780.0,false,1,80,3,2,1,3,20,18,16,1,false
51,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,3,1,3,3,23,20,18,15,false
40,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,2,80,3,3,1,4,21,20,7,4,false
54,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,4,4,4,2,29,20,7,12,false
47,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,false,3,80,3,1,2,4,26,20,17,5,false
44,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,3,80,1,4,3,4,24,20,6,14,false
40,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,3,1,4,3,22,21,7,3,false
41,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,1,80,3,2,2,3,21,21,16,5,false
45,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,2,80,2,4,3,3,21,21,6,8,false
41,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,false,3,80,3,2,4,3,23,22,15,15,true
44,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,true,3,80,4,2,4,2,23,22,7,1,false
48,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,false,2,80,2,4,4,3,29,22,10,12,false
55,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,false,4,80,2,3,4,3,36,24,15,2,false
43,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,2,80,2,1,3,3,25,25,10,3,false
50,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,true,2,80,3,2,4,2,29,27,3,13,false
49,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),250000.0,1149.43,4.4,780.0,true,2,80,3,4,3,3,31,31,9,0,false
58,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),GSS Operations Director (Head),200000.0,1149.43,4.4,780.0,true,3,80,2,4,4,3,40,31,15,13,true
50,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,1,80,4,3,4,3,32,32,6,13,false
21,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,4,3,0,0,0,0,false
38,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,3,4,2,8,0,0,0,false
27,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,3,2,0,0,0,0,false
48,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,1,2,13,0,0,0,false
29,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,4,3,3,3,0,0,0,true
18,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,2,4,3,0,0,0,0,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,4,3,6,0,0,0,false
22,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,3,2,3,1,0,0,0,true
44,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,1,80,3,4,4,3,6,0,0,0,false
18,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,2,3,1,0,0,0,0,false
36,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,2,4,4,6,1,1,0,false
37,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,2,1,3,8,1,0,0,false
45,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,2,3,3,25,1,0,0,false
36,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,4,1,2,2,1,0,0,true
31,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,3,2,3,1,1,1,1,false
32,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,4,4,3,1,1,0,0,false
34,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Employee Lifecycle Services Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,3,3,3,12,1,0,0,false
58,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,2,80,2,2,2,2,9,1,0,0,false
27,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,3,4,2,1,1,1,0,false
59,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,1,3,7,1,0,0,false
41,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,1,2,17,1,0,0,false
51,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,2,2,1,1,0,0,false
30,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,3,3,3,3,1,0,0,true
20,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,4,4,4,1,1,0,0,false
30,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,3,3,1,1,0,0,false
20,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,4,4,3,1,1,0,1,true
37,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,4,4,1,3,4,1,0,0,false
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,3,4,2,1,6,1,0,0,false
45,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,2,4,3,1,1,0,0,false
21,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,4,1,2,1,1,0,0,true
27,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,2,3,3,1,1,1,0,false
40,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,4,4,3,3,1,1,0,false
58,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,1,3,7,1,0,0,true
20,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,2,80,1,4,1,3,1,1,0,0,true
40,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Employee Lifecycle Services Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,3,4,1,16,1,1,0,false
19,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,3,80,1,3,3,3,1,1,1,0,false
41,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,1,1,1,5,1,0,0,true
19,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,2,80,2,1,2,4,1,1,1,0,true
34,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,3,4,2,2,1,0,0,false
19,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,4,80,4,2,4,3,1,1,0,0,false
23,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,4,3,1,1,0,0,false
42,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Employee Lifecycle Services Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,4,80,2,2,4,3,18,1,0,0,false
31,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,1,3,4,1,1,0,0,true
30,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,2,2,1,1,0,0,false
28,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,3,1,4,1,1,1,0,0,false
29,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,3,1,2,5,1,0,0,false
34,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,3,1,1,1,0,0,false
26,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,1,3,1,1,0,0,false
29,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,false,2,80,1,4,3,3,1,1,0,0,false
43,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,3,4,3,6,1,0,0,true
36,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Employee Lifecycle Services Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,3,80,2,4,4,3,15,1,0,0,false
29,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,4,4,2,2,1,1,0,1,true
22,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,3,80,2,4,1,3,1,1,0,0,true
26,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,2,80,3,2,3,2,1,1,0,1,false
24,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,2,1,2,6,2,0,2,true
25,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,4,3,3,2,2,2,2,false
22,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,3,1,3,2,2,2,2,false
27,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,4,4,1,6,2,2,2,false
56,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),32000.0,183.91,4.4,780.0,true,3,80,1,3,3,3,19,2,2,2,false
33,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,2,80,4,3,3,2,2,2,2,0,false
31,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,3,80,4,3,2,1,3,2,2,2,false
31,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,true,2,80,2,3,4,3,3,2,2,2,false
36,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,4,2,3,6,2,2,2,false
22,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,3,80,2,1,4,3,2,2,1,1,false
45,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,4,1,4,2,8,2,2,0,false
29,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),35000.0,201.15,4.4,780.0,false,2,80,2,3,2,4,6,2,2,1,true
22,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Global Mobility Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,1,4,3,3,2,2,2,false
42,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,true,4,80,3,3,4,3,7,2,2,2,true
23,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,1,4,3,2,2,2,0,false
35,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,4,80,3,4,3,3,7,2,2,2,false
28,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Contracts & Benefits Officer (HR Admin I),40000.0,229.89,4.4,780.0,false,3,80,3,3,4,2,5,2,2,2,true
